Row Labels;Sum of CREDITO;;;
3416944 6 51;333200;;333200;0
3416944 6 558;721882;;721882;0
3416944 6 559;721882;;721882;0
3416944 6 9;454751;;454751;0
3416958 2 27907;1500000;;1500000;0
3416958 2 30000577;3025000;;3025000;0
3416958 2 30001388;2969000;;2969000;0
3416958 2 30002002;2969000;;2969000;0
3416958 2 30002409;2969000;;2969000;0
3416958 2 30002897;2969000;;2969000;0
3416958 2 30003410;1415000;;1415000;0
3416958 2 30003877;1500000;;1500000;0
3416958 2 425;2670000;;2670000;0
3416958 2 472;3060000;;3060000;0
3416958 2 934;4060000;;4060000;0
3416958 6 1;962000;;962000;0
3416958 6 11;962000;;962000;0
3416958 6 25220;984000;;984000;0
3416958 6 27908;984000;;984000;0
3416958 6 30003594;984000;;984000;0
3416958 6 486;962000;;962000;0
3416994 2 11;5000000;;5000000;0
3416994 2 30000257;5000000;;5000000;0
3416994 2 30001088;5000000;;5000000;0
3416994 2 30001779;5000000;;5000000;0
3416994 2 30002310;5000000;;5000000;0
3416994 2 40;5000000;;5000000;0
3416994 2 71;5000000;;5000000;0
3416994 6 1;1153750;;1153750;0
3416994 6 48;1153750;;1153750;0
3417039 2 113;6283000;;6283000;0
3417039 2 17;9200000;;9200000;0
3417039 2 2;11000000;;11000000;0
3417039 2 20;6283000;;6283000;0
3417039 2 3;9200000;;9200000;0
3417039 2 30000271;10800000;;10800000;0
3417039 2 30000272;15800000;;15800000;0
3417039 2 30001100;10428000;;10428000;0
3417039 2 30001205;4928000;;4928000;0
3417039 2 30001531;10000000;;10000000;0
3417039 2 30002570;14000000;;14000000;0
3417039 2 30003033;14000000;;14000000;0
3417039 2 405;9200000;;9200000;0
3417039 6 30000273;5140000;;5140000;0
3417039 6 30001655;6264600;;6264600;0
3417039 6 30002104;6264600;;6264600;0
3417039 6 30002499;6264600;;6264600;0
3417039 6 30002908;6264600;;6264600;0
3417039 6 30003343;6264600;;6264600;0
3417039 6 4;2988250;;2988250;0
3417039 6 462;2988250;;2988250;0
3417039 6 9;2988250;;2988250;0
3417056 2 140;2500000;;2500000;0
3417056 2 5;2400000;;2400000;0
3417056 2 620;2500000;;2500000;0
3417056 2 84;2500000;;2500000;0
3417056 2 88;2400000;;2400000;0
3417056 6 1;654600;;654600;0
3417056 6 103;562000;;562000;0
3417056 6 80;654600;;654600;0
3417102 1 119;650000;;650000;0
3417102 2 448;570000;;570000;0
3417102 6 0;285800;;285800;0
3417102 6 23;285800;;285800;0
3417112 2 26889;1600000;;1600000;0
3417112 2 31779;1200000;;1200000;0
3417112 2 34453;1500000;;1500000;0
3417112 2 37371;1866700;;1866700;0
3417112 6 26890;1072000;;1072000;0
3417112 6 30003923;615000;;615000;0
3417112 6 34454;1633500;;1633500;0
3417112 6 37376;1059600;;1059600;0
3417123 2 20000224;3270000;;3270000;0
3417123 6 20000051;870000;;870000;0
3417190 2 83;6000000;;6000000;0
3417190 6 1;2081000;;2081000;0
3417190 6 517;1746000;;1746000;0
3417190 6 55;1699000;;1699000;0
3417191 2 30000649;600000;;600000;0
3417191 2 30001422;500000;;500000;0
3417191 2 30001926;600000;;600000;0
3417191 2 30002563;550000;;550000;0
3417191 2 30002921;650000;;650000;0
3417191 2 30003239;1000000;;1000000;0
3417191 2 30003759;800000;;800000;0
3417191 2 349;800000;;800000;0
3417191 2 423;1100000;;1100000;0
3417191 2 439;1200000;;1200000;0
3417191 2 45;700000;;700000;0
3417191 2 975;1000000;;1000000;0
3417191 6 344;190000;;190000;0
3417202 2 159;1900000;;1900000;0
3417202 2 174;1900000;;1900000;0
3417202 2 454;1044000;;1044000;0
3417202 2 481;800000;;800000;0
3417228 2 194;270000;;270000;0
3417233 6 1;1635250;;1635250;0
3417233 6 2;1563750;;1563750;0
3417254 1 407;800000;;800000;0
3417254 2 162;300000;;300000;0
3417254 2 30000570;500000;;500000;0
3417254 2 30001172;485000;;485000;0
3417254 2 332;300000;;300000;0
3417254 2 405;600000;;600000;0
3417254 2 476;233000;;233000;0
3417254 2 477;300000;;300000;0
3417254 2 70;300000;;300000;0
3417254 2 71;283000;;283000;0
3417254 6 140;282150;;282150;0
3417254 6 283;196700;;196700;0
3417254 6 30000572;248400;;248400;0
3417278 2 219;670000;;670000;0
3417282 2 249;2500000;;2500000;0
3417282 2 30000332;3700000;;3700000;0
3417282 2 30001127;3700000;;3700000;0
3417282 2 30001794;3700000;;3700000;0
3417282 2 30002322;3700000;;3700000;0
3417282 2 30002798;3700000;;3700000;0
3417282 2 30003206;3700000;;3700000;0
3417282 2 354;3700000;;3700000;0
3417282 2 385;2500000;;2500000;0
3417282 2 510;3700000;;3700000;0
3417282 2 978;3700000;;3700000;0
3417282 4 40063;13631146;;13631146;0
3417282 6 227;562000;;562000;0
3417282 6 30000259;562000;;562000;0
3417282 6 30001089;457000;;457000;0
3417282 6 30001299;457000;;457000;0
3417282 6 553;562000;;562000;0
3417282 6 734;562000;;562000;0
3417298 2 114;1500000;;1500000;0
3417298 2 115;1500000;;1500000;0
3417298 2 134;1840000;;1840000;0
3417298 2 30000024;1720000;;1720000;0
3417298 2 30000652;1720000;;1720000;0
3417298 2 30001697;1230000;;1230000;0
3417298 2 30002022;1230000;;1230000;0
3417298 2 30002378;1230000;;1230000;0
3417298 2 350;1000000;;1000000;0
3417298 2 85;1400000;;1400000;0
3417298 6 1;391500;;391500;0
3417298 6 16;436000;;436000;0
3417298 6 260;1064000;;1064000;0
3417298 6 372;1064000;;1064000;0
3417314 2 247;800000;;800000;0
3417314 2 30001563;1000000;;1000000;0
3417314 2 30002086;1000000;;1000000;0
3417314 2 88;800000;;800000;0
3417315 2 221;1000000;;1000000;0
3417315 2 30000717;640000;;640000;0
3417315 2 374;900000;;900000;0
3417317 1 12;3000000;;3000000;0
3417317 1 219;3000000;;3000000;0
3417317 1 256;3000000;;3000000;0
3417317 1 441;3000000;;3000000;0
3417317 6 1;1626800;;1626800;0
3417317 6 522;1854600;;1854600;0
3417317 6 557;1854600;;1854600;0
3417325 2 1142;3700000;;3700000;0
3417325 2 139;2500000;;2500000;0
3417325 2 1450;3000000;;3000000;0
3417325 2 1760;2500000;;2500000;0
3417325 2 2228;2500000;;2500000;0
3417325 2 2339;2500000;;2500000;0
3417325 2 2734;2500000;;2500000;0
3417325 2 28778;3000000;;3000000;0
3417325 2 32243;3000000;;3000000;0
3417325 2 35641;4000000;;4000000;0
3417325 2 38017;3700000;;3700000;0
3417325 2 711;2500000;;2500000;0
3417325 6 1276;868000;;868000;0
3417325 6 1916;1406700;;1406700;0
3417353 2 218;2000000;;2000000;0
3417353 6 1;1202750;;1202750;0
3417354 2 276;1190000;;1190000;0
3417354 2 406;2000000;;2000000;0
3417354 2 445;1190000;;1190000;0
3417354 2 501;1190000;;1190000;0
3417354 6 30020;965300;;965300;0
3417354 6 332;965300;;965300;0
3417354 6 426;260000;;260000;0
3417354 6 535;260000;;260000;0
3417357 2 43;1000000;;1000000;0
3417357 2 45;1000000;;1000000;0
3417381 6 192;232800;;232800;0
3417381 6 30000256;158800;;158800;0
3417381 6 30001047;136300;;136300;0
3417381 6 30001737;271200;;271200;0
3417381 6 30002806;405000;;405000;0
3417381 6 311;196700;;196700;0
3417381 6 648;184800;;184800;0
3417382 2 1;1000000;;1000000;0
3417382 2 2;400000;;400000;0
3417382 6 3;97250;;97250;0
3417391 2 120;700000;;700000;0
3417391 2 216;500000;;500000;0
3417391 2 30000094;1000000;;1000000;0
3417391 2 30000854;988000;;988000;0
3417391 2 30001539;1500000;;1500000;0
3417391 2 51;1500000;;1500000;0
3417391 2 631;100000;;100000;0
3417391 2 745;600000;;600000;0
3417391 6 120;676300;;676300;0
3417391 6 121;676300;;676300;0
3417391 6 123;600000;;600000;0
3417391 6 133;717400;;717400;0
3417391 6 30000014;530000;;530000;0
3417391 6 30001540;682700;;682700;0
3417391 6 465;717400;;717400;0
3417391 6 688;610000;;610000;0
3417401 1 10;600000;;600000;0
3417401 1 401;900000;;900000;0
3417401 1 441;900000;;900000;0
3417401 1 452;900000;;900000;0
3417401 2 30000720;600000;;600000;0
3417401 2 30001441;400000;;400000;0
3417401 2 402;500000;;500000;0
3417401 6 121;178500;;178500;0
3417401 6 30001357;256800;;256800;0
3417434 2 137;4300000;;4300000;0
3417434 2 155;4300000;;4300000;0
3417434 2 30000612;7170000;;7170000;0
3417434 2 30001946;7170000;;7170000;0
3417434 2 452;4300000;;4300000;0
3417434 2 574;7170000;;7170000;0
3417434 6 1;2091500;;2091500;0
3417434 6 13;2091500;;2091500;0
3417434 6 317;2091500;;2091500;0
3417434 6 384;3210000;;3210000;0
3417434 6 497;2091500;;2091500;0
3417484 1 187;1900000;;1900000;0
3417484 1 2;1900000;;1900000;0
3417484 1 30001054;1000000;;1000000;0
3417484 1 350;1900000;;1900000;0
3417484 1 382;1900000;;1900000;0
3417484 1 40;1200000;;1200000;0
3417484 1 447;1900000;;1900000;0
3417484 2 38839;1428081;;1428081;0
3417484 6 1;354600;;354600;0
3417484 6 108;778800;;778800;0
3417484 6 161;610200;;610200;0
3417484 6 25124;661950;;661950;0
3417484 6 527;510800;;510800;0
3417484 6 78;569200;;569200;0
3417484 7 29615;2000000;;2000000;0
3417484 7 30002783;2000000;;2000000;0
3417512 2 116;4000000;;4000000;0
3417512 2 141;3000000;;3000000;0
3417512 2 246;3000000;;3000000;0
3417512 2 30000594;6000000;;6000000;0
3417512 2 30001242;7400000;;7400000;0
3417512 2 30001867;7400000;;7400000;0
3417512 2 30002110;7400000;;7400000;0
3417512 2 30002618;10400000;;10400000;0
3417512 2 439;3500000;;3500000;0
3417512 2 530;6000000;;6000000;0
3417512 2 69;5000000;;5000000;0
3417512 6 1;1689500;;1689500;0
3417512 6 176;2088500;;2088500;0
3417512 6 263;3566400;;3566400;0
3417512 6 30000511;4140000;;4140000;0
3417512 6 30001244;4280000;;4280000;0
3417512 6 30002419;3682200;;3682200;0
3417512 6 448;3459800;;3459800;0
3417512 6 63;2693100;;2693100;0
3417512 6 727;4266000;;4266000;0
3417528 2 190;300000;;300000;0
3417528 2 92;500000;;500000;0
3417528 2 93;345000;;345000;0
3417549 2 207;790000;;790000;0
3417549 2 28034;1500000;;1500000;0
3417549 2 30000465;1000000;;1000000;0
3417549 2 30001247;1000000;;1000000;0
3417549 2 30001851;1000000;;1000000;0
3417549 2 30002358;1000000;;1000000;0
3417549 2 30003225;1000000;;1000000;0
3417549 2 30003911;1000000;;1000000;0
3417549 2 33150;331832;;331832;0
3417549 2 383;790000;;790000;0
3417549 2 414;790000;;790000;0
3417549 6 1;1105000;;1105000;0
3417549 6 196;1620000;;1620000;0
3417549 6 26316;1814300;;1814300;0
3417549 6 29835;415477;;415477;0
3417549 6 30000304;1620000;;1620000;0
3417549 6 30001248;1574000;;1574000;0
3417549 6 30001850;1574000;;1574000;0
3417549 6 30002324;1574000;;1574000;0
3417549 6 30003226;1574000;;1574000;0
3417549 6 30003747;1525000;;1525000;0
3417556 2 209;1000000;;1000000;0
3417556 2 282;1000000;;1000000;0
3417567 2 387;400000;;400000;0
3417567 2 639;170000;;170000;0
3417567 6 1;162000;;162000;0
3417567 6 515;229600;;229600;0
3417575 2 172;2500000;;2500000;0
3417575 2 255;2000000;;2000000;0
3417575 2 30000157;2000000;;2000000;0
3417575 2 30000973;3000000;;3000000;0
3417575 2 712;3000000;;3000000;0
3417575 6 1;2009400;;2009400;0
3417575 6 162;4343200;;4343200;0
3417575 6 296;3537800;;3537800;0
3417575 6 30000043;4343200;;4343200;0
3417575 6 30000976;3850200;;3850200;0
3417575 6 599;3537800;;3537800;0
3417576 1 30001377;750000;;750000;0
3417576 1 30001950;750000;;750000;0
3417576 1 30002430;750000;;750000;0
3417576 1 30002906;750000;;750000;0
3417576 2 146;800000;;800000;0
3417576 2 27870;900000;;900000;0
3417576 2 30000492;800000;;800000;0
3417576 2 30003576;500000;;500000;0
3417576 2 30003829;800000;;800000;0
3417576 2 31965;900000;;900000;0
3417576 2 348;600000;;600000;0
3417576 2 37;800000;;800000;0
3417576 2 426;800000;;800000;0
3417576 2 697;800000;;800000;0
3417576 2 9;600000;;600000;0
3417576 5 35725;600000;;600000;0
3417576 6 19;393500;;393500;0
3417576 6 271;393500;;393500;0
3417576 6 29;393500;;393500;0
3417576 6 30000491;393500;;393500;0
3417576 6 30001376;347200;;347200;0
3417576 6 30001951;347200;;347200;0
3417576 6 33;393500;;393500;0
3417576 6 558;393500;;393500;0
3417589 1 441;800000;;800000;0
3417589 2 275;500000;;500000;0
3417589 2 308;800000;;800000;0
3417589 6 1;143850;;143850;0
3417589 6 238;819000;;819000;0
3417589 6 395;166750;;166750;0
3417596 6 214;2304200;;2304200;0
3417596 6 245;2304200;;2304200;0
3417596 6 30000292;2304200;;2304200;0
3417596 6 344;1816000;;1816000;0
3417596 6 724;2304200;;2304200;0
3417628 2 154;1000000;;1000000;0
3417628 2 30000478;1000000;;1000000;0
3417628 2 30001290;875000;;875000;0
3417628 2 30001630;1000000;;1000000;0
3417628 2 30002159;1000000;;1000000;0
3417628 2 337;700000;;700000;0
3417628 2 383;1000000;;1000000;0
3417628 2 46;1000000;;1000000;0
3417628 2 548;1000000;;1000000;0
3417642 2 217;1120000;;1120000;0
3417642 2 246;1320000;;1320000;0
3417642 2 25970;1488000;;1488000;0
3417642 2 30000390;1700000;;1700000;0
3417642 2 30001329;1900000;;1900000;0
3417642 2 30001883;1900000;;1900000;0
3417642 2 30002385;1900000;;1900000;0
3417642 2 30002840;1690000;;1690000;0
3417642 2 30003239;1690000;;1690000;0
3417642 2 30003710;1690000;;1690000;0
3417642 2 384;225000;;225000;0
3417642 2 386;150000;;150000;0
3417642 2 97;1200000;;1200000;0
3417642 6 1;337200;;337200;0
3417642 6 18;403300;;403300;0
3417642 6 196;352600;;352600;0
3417642 6 242;403300;;403300;0
3417642 6 30000389;403300;;403300;0
3417642 6 30001323;388300;;388300;0
3417642 6 30001884;225000;;225000;0
3417689 13 30003585;1610400;;1610400;0
3417689 2 108;1500000;;1500000;0
3417689 2 109;845000;;845000;0
3417689 2 238;700000;;700000;0
3417689 2 25694;5000000;;5000000;0
3417689 2 29381;5000000;;5000000;0
3417689 2 30001771;2000000;;2000000;0
3417689 2 30002320;3000000;;3000000;0
3417689 2 30002858;4000000;;4000000;0
3417689 2 30003321;5000000;;5000000;0
3417689 2 32966;5000000;;5000000;0
3417689 2 687;1500000;;1500000;0
3417689 5 36158;3103400;;3103400;0
3417689 5 36434;1788000;;1788000;0
3417689 6 118;841400;;841400;0
3417689 6 119;300000;;300000;0
3417689 6 17;1319600;;1319600;0
3417689 6 257;1412000;;1412000;0
3417689 6 29503;2680000;;2680000;0
3417689 6 30000497;1636000;;1636000;0
3417689 6 30001389;2065000;;2065000;0
3417689 6 30002028;1887700;;1887700;0
3417689 6 30002477;2186200;;2186200;0
3417689 6 30002971;3114000;;3114000;0
3417689 6 30003378;2755000;;2755000;0
3417689 6 30003856;2614500;;2614500;0
3417689 6 33153;2680000;;2680000;0
3417689 6 473;1190000;;1190000;0
3417692 2 196;2100000;;2100000;0
3417692 2 26518;4900000;;4900000;0
3417692 2 30000803;2100000;;2100000;0
3417692 2 30001590;2100000;;2100000;0
3417692 2 30002130;2100000;;2100000;0
3417692 2 32962;3000000;;3000000;0
3417692 2 572;2100000;;2100000;0
3417692 2 69;2100000;;2100000;0
3417692 2 702;2100000;;2100000;0
3417692 6 1;511500;;511500;0
3417695 1 122;2000000;;2000000;0
3417695 1 156;2000000;;2000000;0
3417695 1 30000401;2000000;;2000000;0
3417695 1 30001234;1901000;;1901000;0
3417695 1 30001916;1901000;;1901000;0
3417695 1 30002379;1901000;;1901000;0
3417695 1 30002858;1901000;;1901000;0
3417695 1 35;2000000;;2000000;0
3417695 1 354;2000000;;2000000;0
3417695 1 409;2000000;;2000000;0
3417695 1 445;2000000;;2000000;0
3417695 13 34870;1269000;;1269000;0
3417695 2 30003289;3000000;;3000000;0
3417695 2 30483;3000000;;3000000;0
3417695 2 34332;4000000;;4000000;0
3417695 6 25337;2290000;;2290000;0
3417695 6 294;1377000;;1377000;0
3417695 6 29497;2934000;;2934000;0
3417695 6 30002741;1408000;;1408000;0
3417695 6 30003645;3009600;;3009600;0
3417695 6 38;271600;;271600;0
3417704 2 123;192000;;192000;0
3417704 2 13;1250000;;1250000;0
3417704 2 234;500000;;500000;0
3417704 2 30000467;500000;;500000;0
3417704 2 30000468;192000;;192000;0
3417704 2 30001266;192000;;192000;0
3417704 2 444;192000;;192000;0
3417704 6 1;794500;;794500;0
3417704 6 20;848400;;848400;0
3417704 6 222;848400;;848400;0
3417704 6 30000469;848400;;848400;0
3417704 6 30001265;848400;;848400;0
3417726 2 95;800000;;800000;0
3417734 2 563;400000;;400000;0
3417765 2 123;500000;;500000;0
3417765 2 30000882;200000;;200000;0
3417765 2 30003881;0;;0;0
3417765 2 700;469000;;469000;0
3417765 2 907;300000;;300000;0
3417765 6 124;356000;;356000;0
3417765 6 142;281000;;281000;0
3417765 6 30000850;204500;;204500;0
3417765 6 348;380000;;380000;0
3417765 6 575;421500;;421500;0
3417773 1 502;300000;;300000;0
3417773 2 311;200000;;200000;0
3417802 2 27;1700000;;1700000;0
3417802 2 284;1940000;;1940000;0
3417802 2 30000494;1940000;;1940000;0
3417802 2 379;1400000;;1400000;0
3417802 2 432;1940000;;1940000;0
3417802 2 60;1400000;;1400000;0
3417802 6 277;464000;;464000;0
3417802 6 294;464000;;464000;0
3417802 6 30000493;464000;;464000;0
3417802 6 71;464000;;464000;0
3417802 6 87;464000;;464000;0
3417822 2 115;1650000;;1650000;0
3417828 2 276;200000;;200000;0
3417828 2 868;500000;;500000;0
3417828 6 1;457100;;457100;0
3417828 6 193;698000;;698000;0
3417828 6 2;610500;;610500;0
3417828 6 298;1011600;;1011600;0
3417828 6 30000008;1347500;;1347500;0
3417828 6 30001473;1455200;;1455200;0
3417828 6 627;562000;;562000;0
3417851 2 1014;800000;;800000;0
3417851 2 12505;2000000;;2000000;0
3417851 2 15910;2200000;;2200000;0
3417851 2 1746;800000;;800000;0
3417851 2 19161;2200000;;2200000;0
3417851 2 22065;2200000;;2200000;0
3417851 2 2393;800000;;800000;0
3417851 2 24828;2600000;;2600000;0
3417851 2 28529;2600000;;2600000;0
3417851 2 29835;3500000;;3500000;0
3417851 2 3199;800000;;800000;0
3417851 2 3354;800000;;800000;0
3417851 2 33695;3500000;;3500000;0
3417851 2 532;800000;;800000;0
3417851 2 64;800000;;800000;0
3417851 2 7513;850000;;850000;0
3417851 2 9710;2500000;;2500000;0
3417851 5 35024;1367300;;1367300;0
3417851 5 36952;3500000;;3500000;0
3417851 6 1011;794386;;794386;0
3417851 6 101237;776200;;776200;0
3417851 6 101270;168700;;168700;0
3417851 6 101902;676800;;676800;0
3417851 6 102575;948000;;948000;0
3417851 6 12441;1670900;;1670900;0
3417851 6 15932;1944000;;1944000;0
3417851 6 18026;2601600;;2601600;0
3417851 6 2045;408850;;408850;0
3417851 6 21488;2094900;;2094900;0
3417851 6 23461;1603300;;1603300;0
3417851 6 26761;1762200;;1762200;0
3417851 6 2810;948000;;948000;0
3417851 6 30341;1762200;;1762200;0
3417851 6 3058;160836;;160836;0
3417851 6 31136;1367300;;1367300;0
3417851 6 422;408850;;408850;0
3417851 6 434;160836;;160836;0
3417851 6 6793;1270000;;1270000;0
3417851 6 9759;1478800;;1478800;0
3417912 13 32522;3120792;;3120792;0
3417912 2 21751;2300000;;2300000;0
3417912 2 21880;1860000;;1860000;0
3417912 2 24638;4600000;;4600000;0
3417912 2 29338;5500000;;5500000;0
3417912 2 31619;6000000;;6000000;0
3417912 2 35860;6000000;;6000000;0
3417912 2 38190;5000000;;5000000;0
3417912 2 40597;0;;0;0
3417912 6 21801;2675000;;2675000;0
3417912 6 24979;2975600;;2975600;0
3417912 6 29468;2492000;;2492000;0
3417912 6 32560;3497293;;3497293;0
3417912 6 35938;5011500;;5011500;0
3417912 6 38278;6977200;;6977200;0
3417956 2 204;4000000;;4000000;0
3417956 2 278;4000000;;4000000;0
3417956 2 283;2000000;;2000000;0
3417956 2 30000018;4000000;;4000000;0
3417956 2 30000697;2430000;;2430000;0
3417956 2 30001545;2430000;;2430000;0
3417956 2 30002239;1755000;;1755000;0
3417956 2 335;4000000;;4000000;0
3417956 2 766;4000000;;4000000;0
3417956 6 1;1449000;;1449000;0
3417956 6 194;1068000;;1068000;0
3417956 6 284;1686000;;1686000;0
3417956 6 30000181;2887500;;2887500;0
3417956 6 30000991;3601800;;3601800;0
3417956 6 30001761;2622000;;2622000;0
3417956 6 30002214;3815700;;3815700;0
3417956 6 30002681;4581600;;4581600;0
3417956 6 601;2142000;;2142000;0
3417961 1 124;400000;;400000;0
3417961 1 362;400000;;400000;0
3417961 1 429;400000;;400000;0
3417961 2 460;166000;;166000;0
3417961 2 732;200000;;200000;0
3417961 2 971;166000;;166000;0
3417961 6 1;221509;;221509;0
3417961 6 400;252900;;252900;0
3417961 6 445;221509;;221509;0
3417961 6 511;110000;;110000;0
3417961 6 512;221509;;221509;0
3417961 6 728;252900;;252900;0
3417961 6 88;221509;;221509;0
3417983 1 357;1600000;;1600000;0
3417983 2 116;21000;;21000;0
3417983 6 1;336500;;336500;0
3417983 6 62;4000;;4000;0
3418011 2 121;1000000;;1000000;0
3418011 2 166;1000000;;1000000;0
3418011 2 170;300000;;300000;0
3418011 2 192;1000000;;1000000;0
3418011 2 193;300000;;300000;0
3418011 2 212;300000;;300000;0
3418011 2 271;350000;;350000;0
3418011 2 30000795;1000000;;1000000;0
3418011 2 30000833;300000;;300000;0
3418011 2 30001505;1000000;;1000000;0
3418011 2 30001506;300000;;300000;0
3418011 2 30002135;1000000;;1000000;0
3418011 2 30002136;300000;;300000;0
3418011 2 30002636;1000000;;1000000;0
3418011 2 30002637;250000;;250000;0
3418011 2 30003084;250000;;250000;0
3418011 2 57;1000000;;1000000;0
3418011 6 100;422800;;422800;0
3418011 6 117;422800;;422800;0
3418011 6 193;422800;;422800;0
3418011 6 30000832;422800;;422800;0
3418011 6 30001501;422800;;422800;0
3418011 6 550;422800;;422800;0
3418011 6 551;422800;;422800;0
3418012 13 39922;1123500;;1123500;0
