"","id.join","vr.pagos","NA","CREDITO"
"28272","21473153 2 25181",2,5e+05,"NULL"
"28273","21473153 2 28302",2,5e+05,"NULL"
"28274","21473153 2 6546",4,250000,"NULL"
"28275","21473153 2 8272",2,3e+05,"NULL"
"28276","21473153 2 8825",8,6e+05,"NULL"
"28277","21473154 13 34588",559,1274000,"NULL"
"28278","21473154 13 37412",520,1475900,"NULL"
"28279","21473154 13 39030",377,1287500,"NULL"
"28280","21473154 2 12398",2,2e+06,"NULL"
"28281","21473154 2 14964",10,2e+06,"NULL"
"28282","21473154 2 1701",2,5e+05,"NULL"
"28283","21473154 2 17804",2,1100000,"NULL"
"28284","21473154 2 21417",2,1e+06,"NULL"
"28285","21473154 2 22649",4,5e+05,"NULL"
"28286","21473154 2 23447",2,1e+06,"NULL"
"28287","21473154 2 24914",2,1e+06,"NULL"
"28288","21473154 2 26707",4,1500000,"NULL"
"28289","21473154 2 2748",2,5e+05,"NULL"
"28290","21473154 2 30423",2,1300000,"NULL"
"28291","21473154 2 3320",4,5e+05,"NULL"
"28292","21473154 2 33959",2,8e+05,"NULL"
"28293","21473154 2 36809",4,7e+05,"NULL"
"28294","21473154 2 39636",2,6e+05,"NULL"
"28295","21473154 2 4660",2,1100000,"NULL"
"28296","21473154 2 7417",10,2e+06,"NULL"
"28297","21473154 2 9941",2,2e+06,"NULL"
"28298","21473154 6 10130",12,856000,"NULL"
"28299","21473154 6 12883",6,1155000,"NULL"
"28300","21473154 6 1323",6,363200,"NULL"
"28301","21473154 6 1441",6,305100,"NULL"
"28302","21473154 6 15839",12,1280000,"NULL"
"28303","21473154 6 18406",18,1677900,"NULL"
"28304","21473154 6 20799",6,1310500,"NULL"
"28305","21473154 6 2270",12,305100,"NULL"
"28306","21473154 6 23928",6,1040200,"NULL"
"28307","21473154 6 26534",6,1358800,"NULL"
"28308","21473154 6 2733",6,145000,"NULL"
"28309","21473154 6 30233",12,1358800,"NULL"
"28310","21473154 6 31226",12,1040475,"NULL"
"28311","21473154 6 43",6,145000,"NULL"
"28312","21473154 6 4935",6,760000,"NULL"
"28313","21473154 6 5",6,433400,"NULL"
"28314","21473154 6 7576",6,836400,"NULL"
"28315","21473154 6 821",6,363200,"NULL"
"28316","21473154 8 167",16,220000,"NULL"
"28317","21473155 2 182",2,1200000,"NULL"
"28318","21473155 6 182",12,793920,"NULL"
"28319","21473185 13 37865",156,1466000,"NULL"
"28320","21473185 2 11240",2,1e+06,"NULL"
"28321","21473185 2 1181",2,5e+05,"NULL"
"28322","21473185 2 1213",4,23000,"NULL"
"28323","21473185 2 13688",4,1e+06,"NULL"
"28324","21473185 2 16317",4,980000,"NULL"
"28325","21473185 2 1875",4,412000,"NULL"
"28326","21473185 2 19850",2,1172000,"NULL"
"28327","21473185 2 20708",6,1200000,"NULL"
"28328","21473185 2 21912",4,1100000,"NULL"
"28329","21473185 2 23821",2,4e+06,"NULL"
"28330","21473185 2 2588",12,8e+05,"NULL"
"28331","21473185 2 26596",2,4e+06,"NULL"
"28332","21473185 2 29491",2,2e+06,"NULL"
"28333","21473185 2 29649",2,2e+06,"NULL"
"28334","21473185 2 33126",4,2e+06,"NULL"
"28335","21473185 2 33316",2,2e+06,"NULL"
"28336","21473185 2 3600",4,9e+05,"NULL"
"28337","21473185 2 36813",2,4e+06,"NULL"
"28338","21473185 2 38756",2,4e+06,"NULL"
"28339","21473185 2 5708",4,890000,"NULL"
"28340","21473185 2 719",10,5e+05,"NULL"
"28341","21473185 2 8524",4,1e+06,"NULL"
"28342","21473185 3 13607",3,250000,"NULL"
"28343","21473185 3 5894",3,50000,"NULL"
"28344","21473185 3 7493",3,50000,"NULL"
"28345","21473185 3 8245",3,2e+05,"NULL"
"28346","21473185 3 9298",6,5e+05,"NULL"
"28347","21473185 6 10844",12,555600,"NULL"
"28348","21473185 6 13349",12,936300,"NULL"
"28349","21473185 6 1364",12,209600,"NULL"
"28350","21473185 6 1374",6,126000,"NULL"
"28351","21473185 6 15684",12,615800,"NULL"
"28352","21473185 6 1802",12,330800,"NULL"
"28353","21473185 6 184",6,98500,"NULL"
"28354","21473185 6 19290",12,1119500,"NULL"
"28355","21473185 6 2154",18,411600,"NULL"
"28356","21473185 6 22515",6,926400,"NULL"
"28357","21473185 6 24177",6,1375200,"NULL"
"28358","21473185 6 25382",12,926400,"NULL"
"28359","21473185 6 27378",6,1375200,"NULL"
"28360","21473185 6 2815",6,607400,"NULL"
"28361","21473185 6 2870",36,607700,"NULL"
"28362","21473185 6 36549",6,1279000,"NULL"
"28363","21473185 6 683",12,140250,"NULL"
"28364","21473185 6 7582",12,653700,"NULL"
"28365","21473185 6 9632",12,566700,"NULL"
"28366","21473205 13 34263",195,933516,"NULL"
"28367","21473205 13 36258",234,975000,"NULL"
"28368","21473205 13 37631",598,2949100,"NULL"
"28369","21473205 13 39145",377,3156000,"NULL"
"28370","21473205 2 101",10,1950000,"NULL"
"28371","21473205 2 28975",2,1500000,"NULL"
"28372","21473205 2 3166",2,1910000,"NULL"
"28373","21473205 2 32636",4,1500000,"NULL"
"28374","21473205 2 35619",4,2312440,"NULL"
"28375","21473205 2 37465",4,1200000,"NULL"
"28376","21473205 2 38870",2,1200000,"NULL"
"28377","21473205 2 39928",4,3e+06,"NULL"
"28378","21473205 2 6688",2,2445000,"NULL"
"28379","21473205 3 373",9,90000,"NULL"
"28380","21473205 5 13390",35,2445000,"NULL"
"28381","21473205 5 35464",10,643400,"NULL"
"28382","21473205 6 13643",6,1425000,"NULL"
"28383","21473205 6 16635",12,1425000,"NULL"
"28384","21473205 6 17690",6,1285000,"NULL"
"28385","21473205 6 21207",6,1285000,"NULL"
"28386","21473205 6 24055",12,2570000,"NULL"
"28387","21473205 6 28373",6,1285000,"NULL"
"28388","21473205 6 31798",6,643400,"NULL"
"28389","21473205 6 35983",6,650200,"NULL"
"28390","21473205 6 37083",12,1491900,"NULL"
"28391","21473210 2 642",2,7e+05,"NULL"
"28392","21473210 2 795",6,780000,"NULL"
"28393","21473210 6 1599",18,175800,"NULL"
"28394","21473210 6 20072",18,185600,"NULL"
"28395","21473210 6 4800",6,136000,"NULL"
"28396","21473219 2 10836",4,1543000,"NULL"
"28397","21473219 2 153",2,8e+05,"NULL"
"28398","21473219 2 15623",30,1791480,"NULL"
"28399","21473219 2 1963",2,1e+06,"NULL"
"28400","21473219 2 6090",2,1597000,"NULL"
"28401","21473219 2 7619",4,1597000,"NULL"
"28402","21473219 2 926",2,1e+06,"NULL"
"28403","21473219 6 1677",6,212800,"NULL"
"28404","21473219 6 364",6,156100,"NULL"
"28405","21473219 6 732",6,212800,"NULL"
"28406","21473223 2 17189",2,5e+06,"NULL"
"28407","21473223 2 20201",2,5e+06,"NULL"
"28408","21473223 2 23263",2,5e+06,"NULL"
"28409","21473223 2 25182",2,1.3e+07,"NULL"
"28410","21473223 2 28024",2,1.3e+07,"NULL"
"28411","21473223 2 33103",2,1.3e+07,"NULL"
"28412","21473223 2 5728",4,3100000,"NULL"
"28413","21473223 6 5907",6,2695000,"NULL"
"28414","21473246 2 17313",2,350000,"NULL"
"28415","21473246 2 19757",2,6e+05,"NULL"
"28416","21473246 2 21665",2,760000,"NULL"
"28417","21473246 2 24052",4,1e+06,"NULL"
"28418","21473246 2 26396",2,1070000,"NULL"
"28419","21473246 2 28646",6,3e+06,"NULL"
"28420","21473246 2 30255",4,1070000,"NULL"
"28421","21473246 2 32494",2,1026900,"NULL"
"28422","21473246 5 35098",10,1026900,"NULL"
"28423","21473246 6 18222",6,213500,"NULL"
"28424","21473246 6 21318",6,405400,"NULL"
"28425","21473246 6 24053",6,586700,"NULL"
"28426","21473246 6 26599",6,713700,"NULL"
"28427","21473246 6 30753",18,713700,"NULL"
"28428","21473246 7 40743",7,1500000,"NULL"
"28429","21473259 2 10935",4,1200000,"NULL"
"28430","21473259 2 14008",2,1800000,"NULL"
"28431","21473259 2 15280",2,2e+06,"NULL"
"28432","21473259 2 17944",2,2e+06,"NULL"
"28433","21473259 2 1856",2,1e+06,"NULL"
"28434","21473259 2 20728",4,2e+06,"NULL"
"28435","21473259 2 23661",2,1978000,"NULL"
"28436","21473259 2 27456",8,1978000,"NULL"
"28437","21473259 2 31178",2,1e+05,"NULL"
"28438","21473259 2 34554",8,3e+06,"NULL"
"28439","21473259 2 40525",2,0,"NULL"
"28440","21473259 2 5018",2,1200000,"NULL"
"28441","21473259 2 8829",2,1200000,"NULL"
"28442","21473259 6 101954",12,404400,"NULL"
"28443","21473259 6 102562",12,462600,"NULL"
"28444","21473259 6 11585",12,465400,"NULL"
"28445","21473259 6 15478",24,923700,"NULL"
"28446","21473259 6 18415",18,799000,"NULL"
"28447","21473259 6 21359",6,1025600,"NULL"
"28448","21473259 6 24385",6,1290300,"NULL"
"28449","21473259 6 28041",18,2580600,"NULL"
"28450","21473259 6 31561",18,1290300,"NULL"
"28451","21473259 7 251",7,5e+05,"NULL"
"28452","21473285 2 38611",6,10033972,"NULL"
"28453","21473292 2 25419",4,7e+05,"NULL"
"28454","21473292 2 28138",4,7e+05,"NULL"
"28455","21473292 2 32520",8,1200000,"NULL"
"28456","21473292 2 382",4,4e+05,"NULL"
"28457","21473292 2 983",2,4e+05,"NULL"
"28458","21473292 3 171",3,250000,"NULL"
"28459","21473292 5 35158",25,308697,"NULL"
"28460","21473292 5 35635",15,239493,"NULL"
"28461","21473292 6 1316",6,333200,"NULL"
"28462","21473292 6 1699",12,333200,"NULL"
"28463","21473292 6 17609",6,355600,"NULL"
"28464","21473292 6 19858",6,419400,"NULL"
"28465","21473292 6 22386",18,419400,"NULL"
"28466","21473292 6 25193",6,405580,"NULL"
"28467","21473292 6 28781",30,564200,"NULL"
"28468","21473292 6 31400",18,571200,"NULL"
"28469","21473292 6 7995",18,414000,"NULL"
"28470","21473299 2 10035",2,380000,"NULL"
"28471","21473299 2 11226",6,5e+05,"NULL"
"28472","21473299 2 14115",2,1500000,"NULL"
"28473","21473299 2 17290",6,1500000,"NULL"
"28474","21473299 2 18865",8,784000,"NULL"
"28475","21473299 2 3733",4,5e+05,"NULL"
"28476","21473299 2 500",6,2e+05,"NULL"
"28477","21473299 2 843",2,3e+05,"NULL"
"28478","21473305 2 1467",2,450000,"NULL"
"28479","21473305 2 2371",2,450000,"NULL"
"28480","21473305 2 4449",2,450000,"NULL"
"28481","21473305 2 648",2,3e+05,"NULL"
"28482","21473305 2 965",2,450000,"NULL"
"28483","21473305 6 1325",6,139200,"NULL"
"28484","21473305 6 2061",6,167700,"NULL"
"28485","21473305 6 460",6,118950,"NULL"
"28486","21473305 6 823",6,139200,"NULL"
"28487","21475167 2 1655",2,7300000,"NULL"
"28488","21475167 2 2980",2,7300000,"NULL"
"28489","21475167 2 46",4,5870000,"NULL"
"28490","21475167 2 707",2,2670000,"NULL"
"28491","21475167 2 804",2,6e+05,"NULL"
"28492","21475167 6 437",6,1340000,"NULL"
"28493","21475215 2 11063",2,1956000,"NULL"
"28494","21475215 2 3099",2,2296000,"NULL"
"28495","21475215 2 62",4,2296000,"NULL"
"28496","21475215 2 6694",6,2153000,"NULL"
"28497","21475233 2 650",4,6e+05,"NULL"
"28498","21475255 2 11421",2,2e+06,"NULL"
"28499","21475255 2 14317",2,1500000,"NULL"
"28500","21475255 2 16170",2,1500000,"NULL"
"28501","21475255 2 18833",4,1500000,"NULL"
"28502","21475255 2 21522",4,1413000,"NULL"
"28503","21475255 2 24357",2,1386635,"NULL"
"28504","21475255 2 27828",8,2642335,"NULL"
"28505","21475255 2 31523",2,1255700,"NULL"
"28506","21475255 2 3196",2,1500000,"NULL"
"28507","21475255 2 3453",2,1500000,"NULL"
"28508","21475255 2 35382",2,2500000,"NULL"
"28509","21475255 2 7119",4,1700000,"NULL"
"28510","21475255 5 37656",25,2500000,"NULL"
"28511","21475255 6 10361",6,2681000,"NULL"
"28512","21475255 6 12938",6,2628500,"NULL"
"28513","21475255 6 1422",12,2324000,"NULL"
"28514","21475255 6 15499",6,3859500,"NULL"
"28515","21475255 6 18024",6,4670300,"NULL"
"28516","21475255 6 1982",6,2030000,"NULL"
"28517","21475255 6 20431",6,4670300,"NULL"
"28518","21475255 6 211",36,2579000,"NULL"
"28519","21475255 6 23155",6,4670300,"NULL"
"28520","21475255 6 2429",6,2136000,"NULL"
"28521","21475255 6 26093",6,4670300,"NULL"
"28522","21475255 6 30152",30,8203659,"NULL"
"28523","21475255 6 4485",6,2566000,"NULL"
"28524","21475255 6 64",18,1626000,"NULL"
"28525","21475255 6 675",12,1800000,"NULL"
"28526","21475255 6 7149",18,2970000,"NULL"
"28527","21475308 2 13",2,7e+05,"NULL"
"28528","21475308 2 1390",2,3e+05,"NULL"
"28529","21475308 2 4142",4,1100000,"NULL"
"28530","21475308 2 5120",2,3e+05,"NULL"
"28531","21475308 3 673",3,2e+05,"NULL"
"28532","21475308 6 1379",6,915300,"NULL"
"28533","21475308 6 1882",6,769700,"NULL"
"28534","21475308 6 2435",12,978000,"NULL"
"28535","21475308 6 267",6,498000,"NULL"
"28536","21475387 13 35156",65,2019200,"NULL"
"28537","21475387 2 21672",2,680000,"NULL"
"28538","21475387 2 29355",2,1400000,"NULL"
"28539","21475387 2 31823",4,1800000,"NULL"
"28540","21475387 2 35597",6,3380000,"NULL"
"28541","21475387 2 37953",6,6e+06,"NULL"
"28542","21475387 2 39759",4,6e+06,"NULL"
"28543","21475387 6 21732",6,413700,"NULL"
"28544","21475387 6 29385",6,938000,"NULL"
"28545","21475387 6 31834",6,1200800,"NULL"
"28546","21475387 6 35617",6,2622000,"NULL"
"28547","21475387 6 37960",12,5005500,"NULL"
"28548","21475387 6 39021",6,4775400,"NULL"
"28549","21475389 2 14230",2,5300000,"NULL"
"28550","21475389 2 16622",4,6500000,"NULL"
"28551","21475389 2 19535",2,7e+06,"NULL"
"28552","21475389 2 22318",2,7e+06,"NULL"
"28553","21475389 6 2619",6,776000,"NULL"
"28554","21475401 13 38853",299,15380000,"NULL"
"28555","21475401 2 10624",2,8e+06,"NULL"
"28556","21475401 2 12690",2,8e+06,"NULL"
"28557","21475401 2 15298",4,8e+06,"NULL"
"28558","21475401 2 19624",2,3e+06,"NULL"
"28559","21475401 2 20714",2,5500000,"NULL"
"28560","21475401 2 224",6,3e+06,"NULL"
"28561","21475401 2 23467",2,5500000,"NULL"
"28562","21475401 2 25681",6,6200000,"NULL"
"28563","21475401 2 264",10,17100000,"NULL"
"28564","21475401 2 2705",2,6e+06,"NULL"
"28565","21475401 2 29384",2,8e+06,"NULL"
"28566","21475401 2 31636",2,17100000,"NULL"
"28567","21475401 2 3634",2,7e+06,"NULL"
"28568","21475401 2 38661",2,1e+07,"NULL"
"28569","21475401 2 39707",8,6e+07,"NULL"
"28570","21475401 2 6254",6,7e+06,"NULL"
"28571","21475401 2 9255",2,6618000,"NULL"
"28572","21475401 2 997",18,3700000,"NULL"
"28573","21475401 4 41",8,7330040,"NULL"
"28574","21475401 6 1134",6,1330750,"NULL"
"28575","21475401 6 225",6,462500,"NULL"
"28576","21475401 6 28280",6,5970600,"NULL"
"28577","21475401 6 3085",6,1134000,"NULL"
"28578","21475401 6 7266",6,4116600,"NULL"
"28579","21475420 2 11197",8,427000,"NULL"
"28580","21475420 2 15931",4,2e+05,"NULL"
"28581","21475420 2 16256",2,62000,"NULL"
"28582","21475420 2 16589",6,4e+05,"NULL"
"28583","21475420 2 18902",4,680000,"NULL"
"28584","21475420 2 1972",6,8e+05,"NULL"
"28585","21475420 2 21209",4,7e+05,"NULL"
"28586","21475420 2 2368",4,8e+05,"NULL"
"28587","21475420 2 2369",12,703000,"NULL"
"28588","21475420 2 24040",4,8e+05,"NULL"
"28589","21475420 2 25136",6,1800000,"NULL"
"28590","21475420 2 27615",8,9e+05,"NULL"
"28591","21475420 2 33443",4,919594,"NULL"
"28592","21475420 2 4704",4,3e+05,"NULL"
"28593","21475420 2 8338",10,9e+05,"NULL"
"28594","21475420 3 14255",6,2e+05,"NULL"
"28595","21475420 6 12190",12,433000,"NULL"
"28596","21475420 6 1222",12,96000,"NULL"
"28597","21475420 6 16625",12,335900,"NULL"
"28598","21475420 6 203",6,166000,"NULL"
"28599","21475420 6 48",18,166000,"NULL"
"28600","21475420 6 744",12,203251,"NULL"
"28601","21475420 6 8507",6,433000,"NULL"
"28602","21475420 8 170",16,82000,"NULL"
"28603","21475431 1 55",1,250000,"NULL"
"28604","21475431 13 32633",39,2380500,"NULL"
"28605","21475431 13 38187",130,1665400,"NULL"
"28606","21475431 2 16824",2,3e+06,"NULL"
"28607","21475431 2 19330",2,3e+06,"NULL"
"28608","21475431 2 22372",4,3e+06,"NULL"
"28609","21475431 2 24631",2,2e+06,"NULL"
"28610","21475431 2 2546",2,450000,"NULL"
"28611","21475431 2 29185",2,2e+06,"NULL"
"28612","21475431 2 32046",4,2e+06,"NULL"
"28613","21475431 2 3866",2,4e+05,"NULL"
"28614","21475431 2 6350",2,4e+05,"NULL"
"28615","21475431 2 992",2,3e+05,"NULL"
"28616","21475431 6 103",6,172850,"NULL"
"28617","21475431 6 11491",12,1412400,"NULL"
"28618","21475431 6 13908",6,1932000,"NULL"
"28619","21475431 6 16925",6,2752500,"NULL"
"28620","21475431 6 19331",6,2752500,"NULL"
"28621","21475431 6 1986",6,585200,"NULL"
"28622","21475431 6 22373",12,2752500,"NULL"
"28623","21475431 6 24630",6,1752500,"NULL"
"28624","21475431 6 2713",12,1021200,"NULL"
"28625","21475431 6 29186",6,1752500,"NULL"
"28626","21475431 6 32047",6,1752500,"NULL"
"28627","21475431 6 5903",18,844000,"NULL"
"28628","21475431 6 7976",18,897200,"NULL"
"28629","21475431 7 11551",7,2200000,"NULL"
"28630","21475431 7 13785",14,2200000,"NULL"
"28631","21475440 2 10888",6,3e+06,"NULL"
"28632","21475440 2 13911",4,4400000,"NULL"
"28633","21475440 2 16165",4,5e+06,"NULL"
"28634","21475440 2 19448",6,6200000,"NULL"
"28635","21475440 2 22256",2,7e+06,"NULL"
"28636","21475440 2 24172",4,7700000,"NULL"
"28637","21475440 2 27744",2,8600000,"NULL"
"28638","21475440 2 30757",2,9e+06,"NULL"
"28639","21475440 2 8509",2,2500000,"NULL"
"28640","21475440 6 22262",6,4696700,"NULL"
"28641","21475440 6 29250",12,4457000,"NULL"
"28642","21475440 6 32803",6,6393560,"NULL"
"28643","21475453 6 2587",18,174500,"NULL"
"28644","21475455 2 1121",2,920000,"NULL"
"28645","21475455 2 11280",2,4e+05,"NULL"
"28646","21475455 2 1363",4,920000,"NULL"
"28647","21475455 2 14826",2,7e+05,"NULL"
"28648","21475455 2 14860",2,4e+05,"NULL"
"28649","21475455 2 17339",2,7e+05,"NULL"
"28650","21475455 2 17340",4,4e+05,"NULL"
"28651","21475455 2 20158",2,155000,"NULL"
"28652","21475455 2 20404",2,7e+05,"NULL"
"28653","21475455 2 2327",10,730000,"NULL"
"28654","21475455 2 23347",4,155000,"NULL"
"28655","21475455 2 23348",4,7e+05,"NULL"
"28656","21475455 2 26574",2,129200,"NULL"
"28657","21475455 2 31",2,5e+05,"NULL"
"28658","21475455 2 349",4,5e+05,"NULL"
"28659","21475455 2 3843",2,4e+05,"NULL"
"28660","21475455 2 8974",2,1100000,"NULL"
"28661","21475455 2 966",2,1030000,"NULL"
"28662","21475455 2 9930",2,7e+05,"NULL"
"28663","21475455 3 10931",3,2e+05,"NULL"
"28664","21475455 3 12168",15,4e+05,"NULL"
"28665","21475455 3 9466",3,1e+05,"NULL"
"28666","21475455 6 1212",6,309000,"NULL"
"28667","21475455 6 20801",6,525600,"NULL"
"28668","21475455 6 213",6,309000,"NULL"
"28669","21475455 6 23349",6,525600,"NULL"
"28670","21475455 6 26575",12,525600,"NULL"
"28671","21475455 6 2716",6,429700,"NULL"
"28672","21475457 2 191",2,850000,"NULL"
"28673","21475457 2 215",2,1100000,"NULL"
"28674","21475457 2 2277",4,1100000,"NULL"
"28675","21475457 6 202",6,232400,"NULL"
"28676","21475457 6 5",6,280000,"NULL"
"28677","21475457 6 544",18,280000,"NULL"
"28678","21475458 2 147",2,1100000,"NULL"
"28679","21475458 2 201",2,1440000,"NULL"
"28680","21475458 2 2657",2,1440000,"NULL"
"28681","21475458 2 2676",2,1440000,"NULL"
"28682","21475458 2 783",2,1440000,"NULL"
"28683","21475458 6 2215",6,737000,"NULL"
"28684","21475458 6 2222",6,737000,"NULL"
"28685","21475458 6 3",6,737000,"NULL"
"28686","21475458 6 636",6,737000,"NULL"
"28687","21475458 6 84",6,581000,"NULL"
"28688","21475504 2 39023",4,1500000,"NULL"
"28689","21475525 2 13035",2,1500000,"NULL"
"28690","21475525 2 15240",2,1500000,"NULL"
"28691","21475525 2 19276",2,1500000,"NULL"
"28692","21475525 2 21951",2,1500000,"NULL"
"28693","21475525 2 24798",2,1500000,"NULL"
"28694","21475525 2 28407",4,3e+06,"NULL"
"28695","21475525 2 32173",2,1500000,"NULL"
"28696","21475525 2 3275",2,6e+05,"NULL"
"28697","21475525 2 4430",2,6e+05,"NULL"
"28698","21475525 2 7069",4,6e+05,"NULL"
"28699","21475525 2 9991",2,535000,"NULL"
"28700","21475525 5 412",10,2434750,"NULL"
"28701","21475525 6 10500",6,934750,"NULL"
"28702","21475525 6 12709",6,934750,"NULL"
"28703","21475525 6 15239",12,934750,"NULL"
"28704","21475525 6 19277",12,934750,"NULL"
"28705","21475525 6 20059",6,373800,"NULL"
"28706","21475525 6 21950",6,934750,"NULL"
"28707","21475525 6 2463",6,553600,"NULL"
"28708","21475525 6 24799",6,934750,"NULL"
"28709","21475525 6 28408",12,1869500,"NULL"
"28710","21475525 6 32172",6,934750,"NULL"
"28711","21475525 6 4369",6,553600,"NULL"
"28712","21475525 6 7321",6,692100,"NULL"
"28713","21475537 2 10",2,574000,"NULL"
"28714","21475537 2 1059",4,8e+05,"NULL"
"28715","21475537 2 10740",2,1500000,"NULL"
"28716","21475537 2 10997",2,5e+05,"NULL"
"28717","21475537 2 12686",2,5e+05,"NULL"
"28718","21475537 2 12687",2,1500000,"NULL"
"28719","21475537 2 132",2,574000,"NULL"
"28720","21475537 2 15179",2,5e+05,"NULL"
"28721","21475537 2 15180",4,1500000,"NULL"
"28722","21475537 2 1651",2,447000,"NULL"
"28723","21475537 2 18121",4,5e+05,"NULL"
"28724","21475537 2 19232",4,1500000,"NULL"
"28725","21475537 2 22877",4,5e+05,"NULL"
"28726","21475537 2 22955",4,1500000,"NULL"
"28727","21475537 2 2737",2,587000,"NULL"
"28728","21475537 2 2738",2,574000,"NULL"
"28729","21475537 2 3455",2,574000,"NULL"
"28730","21475537 2 4676",2,1300000,"NULL"
"28731","21475537 2 7066",4,1300000,"NULL"
"28732","21475537 6 10826",6,1354000,"NULL"
"28733","21475537 6 12685",6,1354000,"NULL"
"28734","21475537 6 1353",6,435750,"NULL"
"28735","21475537 6 15181",24,1354000,"NULL"
"28736","21475537 6 20033",6,1354000,"NULL"
"28737","21475537 6 2260",6,592000,"NULL"
"28738","21475537 6 2261",6,573000,"NULL"
"28739","21475537 6 22956",6,1354000,"NULL"
"28740","21475537 6 2759",6,573000,"NULL"
"28741","21475537 6 68",6,340500,"NULL"
"28742","21475537 6 7322",6,692100,"NULL"
"28743","21475557 2 10594",2,7e+05,"NULL"
"28744","21475557 2 16172",2,7e+05,"NULL"
"28745","21475557 2 1618",2,150000,"NULL"
"28746","21475557 2 19439",4,7e+05,"NULL"
"28747","21475557 2 22677",2,5e+05,"NULL"
"28748","21475557 2 2359",4,150000,"NULL"
"28749","21475557 2 27516",2,1e+06,"NULL"
"28750","21475557 2 32245",4,7e+05,"NULL"
"28751","21475557 2 37754",2,5e+05,"NULL"
"28752","21475557 2 3960",2,5e+05,"NULL"
"28753","21475557 2 7862",4,6e+05,"NULL"
"28754","21475577 2 13832",2,4e+05,"NULL"
"28755","21475577 2 16480",6,9e+05,"NULL"
"28756","21475577 2 18356",2,5e+05,"NULL"
"28757","21475577 2 22420",4,2400000,"NULL"
"28758","21475577 2 26850",4,1e+06,"NULL"
"28759","21475577 2 29128",2,8e+05,"NULL"
"28760","21475577 2 30685",2,1e+06,"NULL"
"28761","21475577 2 31342",2,8e+05,"NULL"
"28762","21475577 2 38246",4,1e+06,"NULL"
"28763","21475577 2 40560",2,5e+05,"NULL"
"28764","21475577 6 13907",12,299800,"NULL"
"28765","21475577 6 15903",6,450100,"NULL"
